X,Y,OBJECTID,Facility,County,Address,City,ZipCode,Type,ResidentialWellsSampled,SiteLead,SiteLeadEmail,SiteLeadPhone,Hyperlink,Longitude,Latitude,FacilityDate
525107.024559265,212669.987818626,17393,Former Menasha Paper Mill,Allegan ,320 North Farmer,Otsego,49078,Paper Manufacturing,Yes,Ray Spaulding,spauldingr1@michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/former-menasha-paper-mill,-85.693278,42.464298,2023/05/10 00:00:00+00
525879.16001381,213166.473048338,17394,Menasha Landfill,Allegan ,255 East River Street,Otsego,49078,Landfill,Yes,Ray Spaulding,spauldingr1@michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/menasha-landfill,-85.683862,42.46874,2023/05/10 00:00:00+00
633366.902040994,187972.395140257,17793,Michner Plating – Angling Road,Jackson,1725 Angling Rd.,Jackson,49203,Plating,Yes,Zachary McCurley,McCurleyZ1@michigan.gov,517-290-2555,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/michner-plating-angling-road,-84.38258536,42.23033975,2023/05/22 00:00:00+00
537470.835544318,286616.612051612,18193,5312 11 Mile Road NE,Kent,5312 11 Mile Road NE,Rockford,49341,Tannery,Yes,Leah Gies,GiesL1@Michigan.gov,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/5312-11-mile-road-ne,-85.53764,43.12960876,2021/05/31 00:00:00+00
490209.445533663,295514.475406989,18593,Bofors Nobel,Muskegon,5025 Evanston Avenue,Egelston Township,49443,Industrial,No,Mark Reimann,ReimannM@michigan.gov,517-290-9379,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/bofors-nobel,-86.11878348,43.21070886,2023/05/31 00:00:00+00
310892.660110343,746903.115233754,18993,North Houghton County Water and Sewer Authority Wastewater Treatment Plant,Houghton,23749 Highway M-203,Calumet,49913,Wastewater,No,Sydney Ruhala,RuhalaS@michigan.gov,517-599-5356,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/houghton-county/north-houghton-county-wsawtp,-88.497,47.247,2023/06/09 00:00:00+00
609862.731342348,438908.924100515,19393,Roscommon Area Public Schools WWTP,Roscommon,175 West Sunset Drive,Roscommon,48653,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/roscommon-county/roscommon-area-public-schools-wwtp,-84.616159,44.493351,2023/06/14 00:00:00+00
563056.385210313,464204.841835295,19394,Kalkaska WWTP,Kalkaska,1005 Island Lake Road NW,Kalkaska,49646,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-753-3891,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalkaska-county/kalkaska-wwtp,-85.201707,44.726694,2023/06/14 00:00:00+00
666551.458216041,207289.436214545,19793,Multi Lake Water and Sewer Authority Wastewater Treatment Plant,Washtenaw,12088 North Territorial Road,Dexter,48130,Wastewater,Yes,Sydney Ruhala,RuhalaS@michigan.gov,517-599-5356,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/multi-lake-wsawtp,-83.97485383,42.39770524,2023/06/23 00:00:00+00
704918.391365911,462287.911152126,20193,2nd Street Lincoln,Alcona,"S 2nd St, Lincoln, MI, 48742, USA", Lincoln,48742,Unknown,Yes,Lisa Kruse,KruseL@Michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/alcona-county/2nd-street-lincoln,-83.41204444,44.68293889,2023/07/18 00:00:00+00
671053.949764106,229109.287195097,20993,Regal Recycling (former),Livingston,645 Lucy Road,Howell,48843,Industrial,TBD,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/regal-recycling,-83.91351063,42.59314623,2023/07/06 00:00:00+00
474844.902091907,159783.377484129,21393,Michigan Tube Division,Berrien,6400 Love Road,Eau Claire,49111,Plating,Yes,Kate Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/michigan-tube-division,-86.30255939,41.98833231,2023/07/18 00:00:00+00
481017.283533168,294607.134674541,21394,Quality Plating,Muskegon,2712 McIlwraith,Muskegon Heights,49444,Plating,No,Rikki Oden,OdenR@michigan.gov,517-290-9223,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/quality-plating,-86.231903,43.20238486,2023/07/31 00:00:00+00
537593.514406131,231886.229451367,21794,Misak Landfill,Barry,1075 South Patterson Road,Yankee Springs,49348,Landfill,Yes,Lynn Gosson,gossonl1@michigan.gov,616-648-6937,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/misak-landfill,-85.5400433,42.63677794,2023/08/17 00:00:00+00
341414.438686746,585669.816214806,21795,Central Landfill Authority,Dickinson County,Hydraulic Falls Road,Iron Mountain,49801,Landfill,Yes,Mary Ann St. Antoine,StantoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/dickinson-county/central-landfill-authority,-88.038942,45.804655,2023/08/22 00:00:00+00
670138.610920341,337829.22649457,22194,"Bay City Fire Department, Station #2",Bay,1000 Fremont Avenue,Bay City,48708,Fire Station,No,Diana Klida,KlidaD@Michigan.gov,989-280-7687,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/bay-city-fire-department-station-2,-83.890953,43.572011,2023/07/27 00:00:00+00
561295.672679276,405565.583749665,22594,McBain Sanitary Wastewater Treatment Plant,Missaukee,261 North Cherry Street,McBain,48657,Wastewater,No,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/missaukee-county/mcbain-sanitary-wwtp,-85.230935,44.198958,2023/08/25 00:00:00+00
476750.675456102,377321.455017837,23489,Mason County Sanitary Landfill,Mason County,"600 W 1st St, Scottville, MI, 49454, USA",Scottville,49454,Landfill,No,James Staley,Staleyj1@michigan.gov,(231) 429-1945,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mason-county/mason-county-landfill,-86.28778881,43.9469609,2023/09/13 16:00:00+00
469630.380128766,311597.512169052,24296,Former Fruitland Township Landfill,Muskegon County,"5281 Michillinda Rd, Whitehall, MI, 49461, USA",Whitehall,49461,Landfill,Yes,Matthew Pfister,PfisterM@Michigan.gov,616-485-1861,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/fruitland-township-landfill,-86.37293545,43.35500326,2023/09/25 16:00:00+00
691319.932853073,272760.974691225,24300,3283 South Dort Highway,Genesee County,"3283 S Dort Hwy, Burton, MI, 48507, USA",Burton,48529,Industrial,TBD,Brian Kuberski,Kuberskib@michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/3283-south-dort,-83.650786,42.981456,2023/10/26 16:00:00+00
686398.326873692,293151.151371366,24700,11134 North Saginaw,Genesee County,"11134 N Saginaw Rd, Clio, MI, 48420, USA",Clio,48420,Fire Related,TBD,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/11134-north-saginaw,-83.70501398,43.16598898,2023/10/26 16:00:00+00
619102.197689379,245541.302631792,25106,"Demmer Corporation (LOC Performance Products, Inc.)",Ingham County,"1600 North Larch Street, Lansing, Michigan",Lansing,48906,Industrial,No,Sam Cairns,CairnsS2@Michigan.gov,517-898-4058,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ingham-county/demmer-corporation,-84.54309098,42.751102,2023/11/15 17:00:00+00
696905.000348128,190727.283036474,25508,Jackson Cleaners,Washtenaw County,"2 W Michigan Ave, Ypsilanti, MI, 48197, USA",Ypsilanti,48197,Laundromat/Dry Cleaner,No,Zach McCurley,mccurleyz1@michigan.gov,517-290-9074,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/jackson-cleaners,-83.61195399,42.24135899,2023/11/28 17:00:00+00
717136.167069497,195736.674261276,25908,"Cul-Mac Industries, LLC (former 3M AC&S Division)",Wayne County,"3720 Venoy Rd, Wayne, MI, 48184, USA",Wayne,48184,Industrial,No,Anna Harris,HarrisA44@Michigan.gov,586-515-0350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/cul-mac-industries,-83.36496,42.28097798,2023/12/15 17:00:00+00
358313.574325889,769263.546345477,25909,Copper Harbor Landfill,Keweenaw County,"Manganese Rd, Copper Harbor, MI, 49918, USA",Copper Harbor,49918,Landfill,TBD,James Staley,StaleyJ1@Michigan.gov,231-429-1945,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/keweenaw-county/copper-harbor-landfill,-87.877611,47.459992,2023/12/13 17:00:00+00
557107.321498489,263416.452936662,25910,Lowell City Landfill,Ionia County,"Ware Rd, Lowell, MI, 49331, USA",Lowell,49331,Landfill,Yes,Daniel Ten Brink,TenBrinkD@Michigan.gov,616-581-1473,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/lowell-city-landfill,-85.298708,42.919422,2023/11/30 17:00:00+00
683871.529496178,277645.687883322,26591,"Container Specialties, Inc.",Genesee County,"3261 Flushing Road, flint tw",Flushing,48433,Laundromat/DryCleaner,Yes,Brian Kuberski,Kuberskib@michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/container-specialties-inc,-83.741275,43.02705,2024/01/05 17:00:00+00
613530.138172737,306155.204264429,26995,515 North Union Street,Gratiot County,"515 N Union St, Ithaca, MI, 48847, USA",Ithaca,48847,Industrial,No,Jessica Tashman,TashmanJ@Michigan.gov,517-245-3931,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/gratiot-county/515-north-union-street,-84.59856199,43.29772098,2024/01/12 17:00:00+00
366551.107639506,661435.817254369,27395,West Marquette County Sanitation Authority (WMCSA) Landfill,Marquette County,"US-41, Ishpeming Twp, MI, 49849, USA",Ishpeming,49849,Landfill,No,Mary Ann St. Antoine,StantoineM@Michigan.gov,989 370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/marquette-county/west-marquette-county-sanitation-authority-landfill,-87.736883,46.491659,2024/01/23 17:00:00+00
610246.261690962,217948.226561966,27824,916 South Main Street,Eaton County,"916 S Main St, Eaton Rapids, MI, 48827, USA",Eaton Rapids,48827,Laundromat/DryCleaner,TBD,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/916-south-main-street ,-84.656798,42.504,2024/02/28 17:00:00+00
535469.696487012,258109.351401982,27825,Lacks Barden Plating Facility,Kent County,"4090 Barden St SE, Kentwood, MI, 49512, USA",Grand Rapids,49512,Plating,TBD,Brent Ritchie,RitchieB1@michigan.gov,616-581-1782,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/lack-barden-plating-facility,-85.56417067,42.873018,2024/02/26 17:00:00+00
712149.883828108,246998.856492124,28625,Ben Powell Landfill (also known as Clarkston Landfill),Oakland County,"6440 Clarkston Rd, Clarkston, MI, 48346, USA",Clarkston,48346,Landfill,Yes,Emily Bertolini,bertolinie@michigan.gov,517-614-6316,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/ben-powell-landfill,-83.40609477,42.74378135,2024/02/15 17:00:00+00
632669.985742138,187503.490743025,29035,444 East South Street,Jackson County,"444 E South St, Jackson, MI, 49203, USA",Jackson,49203,Plating,No,Zach McCurley,McCurleyZ1@michigan.gov,517-290-9074,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/444-east-south-street,-84.39114,42.22624,2024/02/27 17:00:00+00
373151.017909881,506692.460670244,29447,Menominee Warehouse Fire,Menominee County,"701 4th Ave, Menominee, MI, 49858, USA",Menominee,49858,Fire Related,No,Ashley Miller,MillerA65@Michigan.gov,906-235-7435,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/menominee-county/menominee-warehouse-fire,-87.61024053,45.10058661,2024/04/01 16:00:00+00
662931.237087157,197947.810844028,29852,Former Federal Screw Works,Washtenaw County,"425 Congdon St, Chelsea, MI, 48118, USA",Chelsea,48118,Industrial,No,Ashley Lesser,LesserA@Michigan.gov,517-285-6324,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/former-federal-screw-works,-84.021532,42.31438401,2024/06/05 16:00:00+00
518056.453619915,262530.418118895,30254,New Era Properties ,Kent County,"2637 Wilson Ave SW, Walker, MI, 49534, USA",Walker,49534,Landfill,Yes,Christine Matlock,MatlockC2@Michigan.gov,517-290-4612,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/new-era-properties,-85.777191,42.913494,2024/05/01 16:00:00+00
666184.725227819,349113.841466713,30255,Hartley & Hartley Landfill,Bay County,"2370 2 Mile Rd, Kawkawlin, MI, 48631, USA",Bay City,48706,Landfill,No,Diana Klida,KlidaD@Michigan.gov,989-280-7687, https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/hartley-and-hartley-landfill,-83.93640673,43.67447712,2024/05/09 16:00:00+00
737221.494759223,238344.87579775,30656,Stan’s Trucking Landfill,Oakland County,"1536 School Rd, Rochester Hills, MI, 48307, USA",Rochester Hills,48307,Landfill,Yes,Kimberly Ethridge,EthridgeK@Michigan.gov,586-324-0183,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/stans-trucking-landfill,-83.10365236,42.658477,2024/05/20 16:00:00+00
569651.252744538,512380.923671283,31062,East Jordan Disposal,Charlevoix County,"700 Nichols St, East Jordan, MI, 49727, USA",East Jordan,49727,Landfill,No,Lisa Kruse,KruseL@Michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/charlevoix-county/east-jordan-disposal,-85.11177302,45.15972402,2024/05/28 16:00:00+00
306951.735222805,729806.815838628,31468,Peterson-Lahti Landfill,Houghton County,"46730 Lahti Rd, Houghton, MI, 49931, USA",Houghton,49931,Landfill,TBD,James Staley,StaleyJ1@Michigan.gov,231-429-1945,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/houghton-county/peterson-lahti-landfill,-88.541735,47.092118,2024/07/11 16:00:00+00
689022.794493312,218792.192190825,31869,Superior Sanitation Brighton ,Livingston County,"7350 Rushton Rd, Brighton, MI, 48116, USA",Brighton,48116,Industrial,TBD,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/superior-sanitation-brighton,-83.69806103,42.496001,2024/07/30 16:00:00+00
667998.139686802,344683.068815945,32273,Dobson Industrial Inc,Bay County,"3660 N Euclid Ave, Bay City, MI, 48706, USA",Bay City,48706,Industrial,No,Diana Klida,KlidaD@Michigan.gov,989-280-7687,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/dobson-industrial ,-83.91530797,43.63418801,2024/08/26 16:00:00+00
603804.944137318,492470.555906708,32274,Alta Equipment,Otsego County,"3725 Old US Highway 27 S, Bagley, MI, 49735, USA",Gaylord,49735,Industrial,TBD,Christiaan Bon,BonC@Michigan.gov,989-370-9624,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/otsego-county/alta-equipment ,-84.68142901,44.97633699,2024/08/28 16:00:00+00
739679.534073554,237580.459282879,32682,Liquid Disposal Inc.,Macomb County,"3901 Hamlin Rd, Shelby Township, MI, 48317, USA",Utica,48317,Industrial,No,Wally Wagaw,WagawW@Michigan.gov,517-648-1540,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/liquid-disposal,-83.07400995,42.65082758,2024/09/06 16:00:00+00
702166.507256239,212525.008159826,33084,Former Anderson Landfill,Oakland County,"50250 Eight Mile Rd, Northville, MI, 48167, USA",Northville,48167,Landfill,Yes,Ira Adolphues,AdolphuesI@Michigan.gov,586-295-6682,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/oakland-county/former-anderson-municipal-landfill,-83.54043045,42.43620571,2024/09/10 16:00:00+00
733481.899834389,183004.139511161,33487,McLouth Steel Corp. Trenton,Wayne County,"1491 W Jefferson Ave, Trenton, MI, 48183, USA",Trenton,48183,Industrial,No,Megan Cynar,Cynarm@michigan.gov,517-256-2681,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/mclouth-steel-trenton ,-83.17205201,42.161574,2024/09/16 16:00:00+00
709718.727240313,195190.925345216,33488,Michigan Avenue Dump,Wayne County,"42158 Michigan Ave, Canton, MI, 48188, USA",Canton,48188,Landfill,No,Eric Larson,larsone5@michigan.gov,(586) 255-6196,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/michigan-avenue-dump ,-83.45507502,42.278134,2024/09/16 16:00:00+00
686304.474307157,272587.911013539,33891,GM Van Slyke,Genesee County,"G3100 Van Slyke Rd, Flint, MI, 48507, USA",Flint,48507,Industrial,No,"William Grossett, U.S. EPA RCRA Corrective Action Project Manager",Grosset.William@epa.gov,(312)-886-7159,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/gm-van-slyke ,-83.71313516,42.98092484,2024/09/17 16:00:00+00
654685.993341437,333325.766443278,34293,MBS International Airport,Saginaw County,"8500 Garfield Rd, Freeland MI, 48623",Freeland,48623,Airport,Yes,Andrea Zuidema,ZuidemaA1@Michigan.gov,989-297-3005,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/saginaw-county/mbs-international-airport,-84.08355077,43.53486643,2024/09/18 16:00:00+00
620582.841715402,565164.39623379,34695,Former City of Cheboygan Landfill,Cheboygan County,"1011 S Eastern Ave, Cheboygan, MI, 49721, USA",Cheboygan,49721,Landfill,Yes,Lisa Kruse,KruseL@michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/cheboygan-county/former-cheboygan-landfill,-84.45104241,45.62781851,2024/09/20 16:00:00+00
